audio_path,text,processed_path
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/it is in the winter when it's most he takes a short walk in the open air reached.wav,it is in the winter when it's most he takes a short walk in the open air reached,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/it is in the winter when it's most he takes a short walk in the open air reached.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family.wav,i love my family and in the future i want to make my family,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family (6).wav,i love my family and in the future i want to make my family (6),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (6).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I don't have time to go with your playing cricket (3).wav,i don't have time to go with your playing cricket (3),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with your playing cricket (3).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/Michael like bike Elsa wants a book on a place basketball.wav,michael like bike elsa wants a book on a place basketball,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/Michael like bike Elsa wants a book on a place basketball.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I don't have time to go with you I am playing cricket (196).wav,i don't have time to go with you i am playing cricket (196),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (196).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and grains (8).wav,nature gives us fruits vegetables and grains (8),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (8).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/darkseid bone in mike likes bike Elsa wants book Adams place basket.wav,darkseid bone in mike likes bike elsa wants book adams place basket,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/darkseid bone in mike likes bike Elsa wants book Adams place basket.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/mum and dad arrived at the bus station early but why did under the bus game.wav,mum and dad arrived at the bus station early but why did under the bus game,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but why did under the bus game.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/a frog and there is no frog in the bottle now.wav,a frog and there is no frog in the bottle now,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/a frog and there is no frog in the bottle now.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/and he's awake .wav,and he's awake ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/and he's awake .wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family proud (31).wav,i love my family and in the future i want to make my family proud (31),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family proud (31).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/mum and dad arrived at the bus station early but waited until the bus game (1).wav,mum and dad arrived at the bus station early but waited until the bus game (1),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but waited until the bus game (1).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/and the dog is down below.wav,and the dog is down below,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/and the dog is down below.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/mum and dad arrived at the bus station early but waited until the bus (19).wav,mum and dad arrived at the bus station early but waited until the bus (19),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but waited until the bus (19).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/when he's in water and he's like byyyyeeee .wav,when he's in water and he's like byyyyeeee ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/when he's in water and he's like byyyyeeee .wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/they went back through the pond .wav,they went back through the pond ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/they went back through the pond .wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family (143).wav,i love my family and in the future i want to make my family (143),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (143).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/dog eats burns Mike likes bikes Elsa WhatsApp plus basket.wav,dog eats burns mike likes bikes elsa whatsapp plus basket,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/dog eats burns Mike likes bikes Elsa WhatsApp plus basket.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and India future I want to make my family Pro.wav,i love my family and india future i want to make my family pro,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and India future I want to make my family Pro.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/mum and dad arrived at the bus station early but waited until the bus game (2).wav,mum and dad arrived at the bus station early but waited until the bus game (2),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but waited until the bus game (2).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/and and the frog didn't went to sleep .wav,and and the frog didn't went to sleep ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/and and the frog didn't went to sleep .wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family (82).wav,i love my family and in the future i want to make my family (82),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (82).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/and he has fallen off of the window .wav,and he has fallen off of the window ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/and he has fallen off of the window .wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/mum and nerve at the bus station early but waited until the bus.wav,mum and nerve at the bus station early but waited until the bus,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and nerve at the bus station early but waited until the bus.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and Indian future I want to make my family.wav,i love my family and indian future i want to make my family,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and Indian future I want to make my family.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family proud (43).wav,i love my family and in the future i want to make my family proud (43),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family proud (43).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/they are looking at the frogs.wav,they are looking at the frogs,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/they are looking at the frogs.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/mum and dad awarded the bus station early but weighted until the bus came.wav,mum and dad awarded the bus station early but weighted until the bus came,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad awarded the bus station early but weighted until the bus came.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/in the winter when it's not his slowly takes a short walk in the open air reached (2).wav,in the winter when it's not his slowly takes a short walk in the open air reached (2),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it's not his slowly takes a short walk in the open air reached (2).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/in the winter when its snow he is slowly takes a short walk in the open air each day.wav,in the winter when its snow he is slowly takes a short walk in the open air each day,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when its snow he is slowly takes a short walk in the open air each day.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I don't have time to go with you I am playing cricket (191).wav,i don't have time to go with you i am playing cricket (191),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (191).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives a fruits vegetables and grains (1).wav,nature gives a fruits vegetables and grains (1),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives a fruits vegetables and grains (1).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/the_horse_is_next_to_the_stable.wav,the horse is next to the stable,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the_horse_is_next_to_the_stable.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/Dog eat bones mic like bikes Alice Alice wants a book Adam place basket.wav,dog eat bones mic like bikes alice alice wants a book adam place basket,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/Dog eat bones mic like bikes Alice Alice wants a book Adam place basket.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I don't have time to go with you I am playing cricket (205).wav,i don't have time to go with you i am playing cricket (205),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (205).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family (84).wav,i love my family and in the future i want to make my family (84),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (84).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and grains (61).wav,nature gives us fruits vegetables and grains (61),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (61).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/and they found little frogs.wav,and they found little frogs,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/and they found little frogs.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and grains to (68).wav,nature gives us fruits vegetables and grains to (68),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (68).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family (132).wav,i love my family and in the future i want to make my family (132),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (132).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/mum and dad arrived at the bus station early but weighted until the bus came.wav,mum and dad arrived at the bus station early but weighted until the bus came,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad arrived at the bus station early but weighted until the bus came.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/and then in the even in the bee's house .wav,and then in the even in the bee's house ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/and then in the even in the bee's house .wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/and and and he's looking at the window around him too.wav,and and and he's looking at the window around him too,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/and and and he's looking at the window around him too.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/mum and dad allowed at the bus stand bus station early but wait until the bus game.wav,mum and dad allowed at the bus stand bus station early but wait until the bus game,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/mum and dad allowed at the bus stand bus station early but wait until the bus game.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/and they was in the water and they was wet .wav,and they was in the water and they was wet ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/and they was in the water and they was wet .wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family Pro (8).wav,i love my family and in the future i want to make my family pro (8),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family Pro (8).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/in the winter when it snows is slowly takes a short walk in a open air each.wav,in the winter when it snows is slowly takes a short walk in a open air each,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows is slowly takes a short walk in a open air each.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/dog said Boss Mike likes by Kaiser wants a book Carrom played basket.wav,dog said boss mike likes by kaiser wants a book carrom played basket,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/dog said Boss Mike likes by Kaiser wants a book Carrom played basket.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I don't have time to go with you I am playing cricket (179).wav,i don't have time to go with you i am playing cricket (179),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (179).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and grains (54).wav,nature gives us fruits vegetables and grains (54),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (54).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/anything is very attractive and full of my favourite green.wav,anything is very attractive and full of my favourite green,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/anything is very attractive and full of my favourite green.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I don't have time to go with you I am playing cricket (82).wav,i don't have time to go with you i am playing cricket (82),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (82).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I don't I don't have time to go with you I am playing cricket.wav,i don't i don't have time to go with you i am playing cricket,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't I don't have time to go with you I am playing cricket.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/in the winter when he knows his slowly takes a short walk in the open in each.wav,in the winter when he knows his slowly takes a short walk in the open in each,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when he knows his slowly takes a short walk in the open in each.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/then he's calling out to the frog .wav,then he's calling out to the frog ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/then he's calling out to the frog .wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and grains (53).wav,nature gives us fruits vegetables and grains (53),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (53).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/in the winter when it's not his slowly takes a short walk in the open a rich.wav,in the winter when it's not his slowly takes a short walk in the open a rich,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it's not his slowly takes a short walk in the open a rich.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and grains (31).wav,nature gives us fruits vegetables and grains (31),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (31).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family (170).wav,i love my family and in the future i want to make my family (170),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (170).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/in the winter when it snows his slowly takes a short walk in the open a rich.wav,in the winter when it snows his slowly takes a short walk in the open a rich,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows his slowly takes a short walk in the open a rich.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I don't have time to go with you I am playing cricket (201).wav,i don't have time to go with you i am playing cricket (201),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have time to go with you I am playing cricket (201).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/but they couldn't find him .wav,but they couldn't find him ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/but they couldn't find him .wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and grains (33).wav,nature gives us fruits vegetables and grains (33),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (33).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/in the winter when it snows is slowly his slowly takes a short walk in the open air.wav,in the winter when it snows is slowly his slowly takes a short walk in the open air,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows is slowly his slowly takes a short walk in the open air.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/the frog is climbing out while he's sleeping .wav,the frog is climbing out while he's sleeping ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the frog is climbing out while he's sleeping .wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/then he's like he thinks he might be in there.wav,then he's like he thinks he might be in there,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/then he's like he thinks he might be in there.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and the fuel in and in the future I want to make my family Pro.wav,i love my family and the fuel in and in the future i want to make my family pro,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and the fuel in and in the future I want to make my family Pro.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family in the future I want to make my family (1).wav,i love my family in the future i want to make my family (1),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family in the future I want to make my family (1).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/the what is that_.wav,the what is that ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the what is that_.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and grains to (40).wav,nature gives us fruits vegetables and grains to (40),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (40).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I in the winter when is when it's snow he slowly takes a short walk in the open area each.wav,i in the winter when is when it's snow he slowly takes a short walk in the open area each,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I in the winter when is when it's snow he slowly takes a short walk in the open area each.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and the future I want to make it my family Pro.wav,i love my family and the future i want to make it my family pro,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and the future I want to make it my family Pro.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make family proud.wav,i love my family and in the future i want to make family proud,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make family proud.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/in the winter when it snows he slowly takes a short walk in the open air (1).wav,in the winter when it snows he slowly takes a short walk in the open air (1),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows he slowly takes a short walk in the open air (1).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family (224).wav,i love my family and in the future i want to make my family (224),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (224).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and (2).wav,nature gives us fruits vegetables and (2),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and (2).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/dogs 8 bones Michael Jackson bikes Elsa wants book Adam place basket.wav,dogs 8 bones michael jackson bikes elsa wants book adam place basket,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/dogs 8 bones Michael Jackson bikes Elsa wants book Adam place basket.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/doggy Mike Like bikes Elsa want a book Adam place basket.wav,doggy mike like bikes elsa want a book adam place basket,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/doggy Mike Like bikes Elsa want a book Adam place basket.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/as carrying as our mother it always sweet like.wav,as carrying as our mother it always sweet like,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/as carrying as our mother it always sweet like.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and grains to (85).wav,nature gives us fruits vegetables and grains to (85),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (85).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/the dog fell out of the window.wav,the dog fell out of the window,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the dog fell out of the window.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family I am in the future I want to make my family.wav,i love my family i am in the future i want to make my family,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family I am in the future I want to make my family.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I don't have two time go with you I am playing cricket.wav,i don't have two time go with you i am playing cricket,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I don't have two time go with you I am playing cricket.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make make my family (1).wav,i love my family and in the future i want to make make my family (1),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make make my family (1).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/in the winter when it snows he slowly takes a short walk in the open air each.wav,in the winter when it snows he slowly takes a short walk in the open air each,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/in the winter when it snows he slowly takes a short walk in the open air each.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family proud (11).wav,i love my family and in the future i want to make my family proud (11),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family proud (11).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/the boy was in the water.wav,the boy was in the water,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/the boy was in the water.wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/they was shouting to to the window where is the frog .wav,they was shouting to to the window where is the frog ,/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/they was shouting to to the window where is the frog .wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and grains (4).wav,nature gives us fruits vegetables and grains (4),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains (4).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I do not have time to go with you I am playing cricket (27).wav,i do not have time to go with you i am playing cricket (27),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I do not have time to go with you I am playing cricket (27).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/nature gives us fruits vegetables and grains to (33).wav,nature gives us fruits vegetables and grains to (33),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/nature gives us fruits vegetables and grains to (33).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I do not have time to go with you I am playing cricket (28).wav,i do not have time to go with you i am playing cricket (28),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I do not have time to go with you I am playing cricket (28).wav
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/Raw_data/I love my family and in the future I want to make my family (14).wav,i love my family and in the future i want to make my family (14),/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v3/datasets/processed_audio/I love my family and in the future I want to make my family (14).wav
