audio_path,transcription,duration
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad and right at the bus station early but waited until the basket.wav,mum and dad and right at the bus station early but waited until the basket,9.380875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's not his slowly takes a short walk in the open a rich (1).wav,in the winter when it's not his slowly takes a short walk in the open a rich,4.82975
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family proud (4).wav,I love my family and in the future I want to make my family proud,7.244625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dog fights a book Adam place basket.wav,dog fights a book Adam place basket,6.3158125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetable and grains to (3).wav,nature gives us fruits vegetable and grains to,4.179625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family crow.wav,I love my family and in the future I want to make my family crow,8.9165
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/and a rat came popped out of the hole .wav,and a rat came popped out of the hole,5.2325625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/the boy is holding the dog and the dog is licking the boy.wav,the boy is holding the dog and the dog is licking the boy,3.8860625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/and they went back home .wav,and they went back home,2.321125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to (20).wav,nature gives us fruits vegetables and grains to,4.551125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I do not have time to go with you I am playing cricket (30).wav,I do not have time to go with you I am playing cricket,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to (10).wav,nature gives us fruits vegetables and grains to,3.4365625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (4).wav,I love my family and in the future I want to make my family,4.45825
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I wish to know all about my grandfather will he is nearly 93 years old with a long breath.wav,I wish to know all about my grandfather will he is nearly 93 years old with a long breath,14.8608125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/doggy bikes Elsa wants a book Adam Adam place.wav,doggy bikes Elsa wants a book Adam Adam place,6.2229375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I wants to make my family.wav,I love my family and in the future I wants to make my family,4.82975
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's knows it he always takes a short walk in the open air reached.wav,in the winter when it's knows it he always takes a short walk in the open air reached,6.3158125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/and then they found one and they came .wav,and then they found one and they came,4.6786875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (43).wav,I don't have time to go with you I am playing cricket,4.551125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (140).wav,I don't have time to go with you I am playing cricket,7.058875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (62).wav,I don't have time to go with you I am playing cricket,6.501625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us close vegetables and grains to.wav,nature gives us close vegetables and grains to,4.365375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (68).wav,I don't have time to go with you I am playing cricket,4.179625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's not his slowly takes a short walk in the open a rich.wav,in the winter when it's not his slowly takes a short walk in the open a rich,5.7585625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows his slowly takes a short walk in the open air each (2).wav,in the winter when it snows his slowly takes a short walk in the open air each,6.78025
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (74).wav,I don't have time to go with you I am playing cricket,3.8080625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (148).wav,I don't have time to go with you I am playing cricket,5.3870625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (176).wav,I love my family and in the future I want to make my family,3.5294375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I went to make my family proud (1).wav,I love my family and in the future I went to make my family proud,6.5945
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family Pro (39).wav,I love my family and in the future I want to make my family Pro,4.922625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (16).wav,I don't have time to go with you I am playing cricket,5.108375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (89).wav,I don't have time to go with you I am playing cricket,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and arrived at the bus station early but wait until the bus.wav,mum and arrived at the bus station early but wait until the bus,7.8019375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (178).wav,I don't have time to go with you I am playing cricket,3.9938125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family proud (42).wav,I love my family and in the future I want to make my family proud,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's not his slowly takes a short walk in the open air (7).wav,in the winter when it's not his slowly takes a short walk in the open air,6.5945
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/uhh he's looking at it.wav,uhh he's looking at it,1.8278125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but weighted until the bus came (1).wav,mum and dad arrived at the bus station early but weighted until the bus came,6.873125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to eat (21).wav,nature gives us fruits vegetables and grains to eat,4.08675
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (94).wav,I love my family and in the future I want to make my family,6.3158125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's not his slowly takes a short walk in the open air each (1).wav,in the winter when it's not his slowly takes a short walk in the open air each,6.0371875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mother and daughter the bus stationery but weighted country the bus.wav,mother and daughter the bus stationery but weighted country the bus,8.7306875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I do not have time to go with you I am playing cricket (25).wav,I do not have time to go with you I am playing cricket,4.922625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waited until the.wav,mum and dad arrived at the bus station early but waited until the,9.752375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/Dog eat bones Mike Like bikes Pulsar.wav,Dog eat bones Mike Like bikes Pulsar,6.0371875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I do not have time to go with you I am playing cricket.wav,I do not have time to go with you I am playing cricket,4.45825
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waiter and still the bus game.wav,mum and dad arrived at the bus station early but waiter and still the bus game,7.8948125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family proud (39).wav,I love my family and in the future I want to make my family proud,5.5728125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to (73).wav,nature gives us fruits vegetables and grains to,4.551125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am (6).wav,I don't have time to go with you I am,5.108375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (130).wav,I don't have time to go with you I am playing cricket,5.20125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (8).wav,nature gives us fruits vegetables and grains,3.3436875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (99).wav,I love my family and in the future I want to make my family,5.2941875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (61).wav,I don't have time to go with you I am playing cricket,5.4799375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/natural disaster carrying as our mother it's always sweet like her.wav,natural disaster carrying as our mother it's always sweet like her,4.365375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to eat (33).wav,nature gives us fruits vegetables and grains to eat,4.644
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's not his slowly takes a short walk in the open air (6).wav,in the winter when it's not his slowly takes a short walk in the open air,5.6656875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/major is a as caring as our mother it's always feel like here.wav,major is a as caring as our mother it's always feel like here,7.15175
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (93).wav,I love my family and in the future I want to make my family,4.551125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waited until the bus (13).wav,mum and dad arrived at the bus station early but waited until the bus,8.1734375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (128).wav,I don't have time to go with you I am playing cricket,4.736875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dog dogs and bones might like by Jaisa wants a book Adam plays basketball (1).wav,dog dogs and bones might like by Jaisa wants a book Adam plays basketball,8.6378125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives fruits vegetables and grains (1).wav,nature gives fruits vegetables and grains,5.4799375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the nature I want to make my family Pro.wav,I love my family and in the nature I want to make my family Pro,9.009375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and the future I want to make my family proud (1).wav,I love my family and the future I want to make my family proud,7.9876875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives a fruits vegetables and grains to eat.wav,nature gives a fruits vegetables and grains to eat,4.179625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (146).wav,I don't have time to go with you I am playing cricket,4.365375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (207).wav,I don't have time to go with you I am playing cricket,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (69).wav,I love my family and in the future I want to make my family,3.5294375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (228).wav,I love my family and in the future I want to make my family,4.551125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/Dog eat bones Mike Like bikes Elsa want a book Adam Adam players cricket.wav,Dog eat bones Mike Like bikes Elsa want a book Adam Adam players cricket,7.3375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows is slowly takes a short walk in the open a each.wav,in the winter when it snows is slowly takes a short walk in the open a each,5.5728125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/doggy Mike Like bikes Elsa want a book Adam place basket.wav,doggy Mike Like bikes Elsa want a book Adam place basket,4.922625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family proud (33).wav,I love my family and in the future I want to make my family proud,6.0371875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/the frog is sneaking out of the jar .wav,the frog is sneaking out of the jar,3.9043125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and future and in the future I want to make my family proud.wav,I love my family and future and in the future I want to make my family proud,8.8235625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows he is slowly takes a short walk in the open air is.wav,in the winter when it snows he is slowly takes a short walk in the open air is,8.0805625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go into I am playing cricket.wav,I don't have time to go into I am playing cricket,4.644
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have a time to go with you I am playing cricket (3).wav,I don't have a time to go with you I am playing cricket,6.873125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (94).wav,I don't have time to go with you I am playing cricket,3.9009375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows he slowly takes a short walk in the open air HD.wav,in the winter when it snows he slowly takes a short walk in the open air HD,7.058875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I do not have time to go with you I am playing cricket (17).wav,I do not have time to go with you I am playing cricket,5.2941875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/naturally nature is as caring as our mother it is very sweet like.wav,naturally nature is as caring as our mother it is very sweet like,10.1239375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's no he is slowly takes a short walk in the open.wav,in the winter when it's no he is slowly takes a short walk in the open,6.3158125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows it is slowly takes a short walk in the open a each.wav,in the winter when it snows it is slowly takes a short walk in the open a each,8.8235625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/the boy looked in the shouting in the hole from the frog shouted the frog.wav,the boy looked in the shouting in the hole from the frog shouted the frog,9.52025
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows she slowly takes a short walk in the open air each day.wav,in the winter when it snows she slowly takes a short walk in the open air each day,10.4025625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (182).wav,I love my family and in the future I want to make my family,5.108375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus stationery but where until the bus (1).wav,mum and dad arrived at the bus stationery but where until the bus,6.2229375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's not she slowly takes a short walk in the open air each.wav,in the winter when it's not she slowly takes a short walk in the open air each,5.3870625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives fruits vegetables and grains to (1).wav,nature gives fruits vegetables and grains to,5.3870625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but weighted until the.wav,mum and dad arrived at the bus station early but weighted until the,5.9443125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (119).wav,I love my family and in the future I want to make my family,5.0155
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and it and in the future I want to make my family.wav,I love my family and it and in the future I want to make my family,6.501625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have to time to go with you I am playing cricket.wav,I don't have to time to go with you I am playing cricket,4.644
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (49).wav,I love my family and in the future I want to make my family,4.365375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/and then they saw little baby frogs .wav,and then they saw little baby frogs,3.737875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to (72).wav,nature gives us fruits vegetables and grains to,6.2229375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I nature is very attractive and full of my favourite green colour.wav,I nature is very attractive and full of my favourite green colour,8.0805625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to (77).wav,nature gives us fruits vegetables and grains to,4.2725
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows is slowly takes a short walk in the open air each day (2).wav,in the winter when it snows is slowly takes a short walk in the open air each day,6.2229375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (224).wav,I love my family and in the future I want to make my family,3.9938125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (41).wav,nature gives us fruits vegetables and grains,6.3158125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in nature is very attractive and full of my favourite.wav,in nature is very attractive and full of my favourite,4.45825
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (187).wav,I don't have time to go with you I am playing cricket,5.20125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (199).wav,I don't have time to go with you I am playing cricket,5.6656875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/and then there no no frog .wav,and then there no no frog,4.8743125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dog its own Mike Like bikes Elsa wants a book Adam place basket.wav,dog its own Mike Like bikes Elsa wants a book Adam place basket,4.644
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in winter when he when its nose he tell his slowly takes a short walk in open air.wav,in winter when he when its nose he tell his slowly takes a short walk in open air,7.8948125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (7).wav,I love my family and in the future I want to make my family,7.8019375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the at the bus station early but waiting waiting until the bus.wav,mum and dad arrived at the at the bus station early but waiting waiting until the bus,11.79575
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/the girl because shout frog and the dog woof .wav,the girl because shout frog and the dog woof,6.692625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family earn in the future I want to make my family (1).wav,I love my family earn in the future I want to make my family,6.2229375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows is slowly takes a short walk in the open air h.wav,in the winter when it snows is slowly takes a short walk in the open air h,6.1300625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but waited until the (2).wav,mum and dad arrived at the bus station early but waited until the,6.687375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (30).wav,I love my family and in the future I want to make my family,9.195125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to eat (4).wav,nature gives us fruits vegetables and grains to eat,5.8514375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/Dog eat dogs eat bones Mike Like bikes Elsa want your book Adam place basket.wav,Dog eat dogs eat bones Mike Like bikes Elsa want your book Adam place basket,7.3375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make hate my family Pro.wav,I love my family and in the future I want to make hate my family Pro,7.9876875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (51).wav,nature gives us fruits vegetables and grains,3.7151875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station early but weighted until the (2).wav,mum and dad arrived at the bus station early but weighted until the,6.78025
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dog eats bones Mike likes bikes Elsa wants a book Adam place basket.wav,dog eats bones Mike likes bikes Elsa wants a book Adam place basket,7.430375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to (16).wav,nature gives us fruits vegetables and grains to,3.8080625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetable and grain to (2).wav,nature gives us fruits vegetable and grain to,4.45825
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dog cheat boys Mickey likes bikes also want a book autumn place.wav,dog cheat boys Mickey likes bikes also want a book autumn place,9.288
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to take my family proud.wav,I love my family and in the future I want to take my family proud,7.8019375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/natural gas caring as our mother is always sweet.wav,natural gas caring as our mother is always sweet,3.9009375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (11).wav,nature gives us fruits vegetables and grains,5.4799375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows is slowly takes a short walk in the open air (5).wav,in the winter when it snows is slowly takes a short walk in the open air,5.8514375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and arrived at the bus station early but wait and clay and play the bus game (1).wav,mum and arrived at the bus station early but wait and clay and play the bus game,10.7740625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's knows his slowly takes a short walk in the open air.wav,in the winter when it's knows his slowly takes a short walk in the open air,5.7585625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and and in the future I want to take my family.wav,I love my family and and in the future I want to take my family,4.551125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family Pro (20).wav,I love my family and in the future I want to make my family Pro,4.179625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/natural gas of fruits vegetables and grains to.wav,natural gas of fruits vegetables and grains to,3.6223125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/they they took their frog back.wav,they they took their frog back,5.517125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want I want to make my family.wav,I love my family and in the future I want I want to make my family,5.8514375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and son that the bus station early but weighted until the bus.wav,mum and son that the bus station early but weighted until the bus,5.7585625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (150).wav,I love my family and in the future I want to make my family,5.4799375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it snows is slowly take a short walk in the open air each (1).wav,in the winter when it snows is slowly take a short walk in the open air each,6.1300625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/Dog eat bones my class bikes Alice want a book Adam place.wav,Dog eat bones my class bikes Alice want a book Adam place,7.616125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's no he is slow slow takes a long walk in the open air each.wav,in the winter when it's no he is slow slow takes a long walk in the open air each,12.6316875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived at the bus station Delhi but weighted and in the bus.wav,mum and dad arrived at the bus station Delhi but weighted and in the bus,6.873125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to eat (22).wav,nature gives us fruits vegetables and grains to eat,3.1579375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/and the dog was shouting to the house.wav,and the dog was shouting to the house,4.488
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (139).wav,I don't have time to go with you I am playing cricket,3.6223125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/mum and dad arrived the bus station early but waiting until the bus.wav,mum and dad arrived the bus station early but waiting until the bus,6.5945
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to (80).wav,nature gives us fruits vegetables and grains to,7.244625
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (38).wav,I love my family and in the future I want to make my family,6.78025
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dog and bones white lights bikes Elsa wants a book Adam place basket.wav,dog and bones white lights bikes Elsa wants a book Adam place basket,8.1734375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/dog breed born Mike likes bikes Elsa want a book Adam place basket.wav,dog breed born Mike likes bikes Elsa want a book Adam place basket,6.687375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (39).wav,nature gives us fruits vegetables and grains,5.9443125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in the winter when it's not his slowly takes a short walk in the open air each.wav,in the winter when it's not his slowly takes a short walk in the open air each,5.6656875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains (24).wav,nature gives us fruits vegetables and grains,3.9009375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/in winter when it snows is slowly takes a short walk in the open in each.wav,in winter when it snows is slowly takes a short walk in the open in each,6.0371875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (67).wav,I love my family and in the future I want to make my family,5.20125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (172).wav,I don't have time to go with you I am playing cricket,6.2229375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (57).wav,I love my family and in the future I want to make my family,6.966
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make a make my family (2).wav,I love my family and in the future I want to make a make my family,8.5449375
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I don't have time to go with you I am playing cricket (159).wav,I don't have time to go with you I am playing cricket,4.45825
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/the little boy fell in the pond .wav,the little boy fell in the pond,3.1141875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/and he's going like what's up on top of it .wav,and he's going like what's up on top of it,2.095
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/Battery set has starring as our mother it's always straight lines like (1).wav,Battery set has starring as our mother it's always straight lines like,8.6378125
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/nature gives us fruits vegetables and grains to eat.wav,nature gives us fruits vegetables and grains to eat,4.736875
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/Raw_data/I love my family and in the future I want to make my family (13).wav,I love my family and in the future I want to make my family,4.922625
